timestep,air,seawater,excess heat,sewage,groundwater,drinking water,geothermal
[unit],[°C],[°C],[°C],[°C],[°C],[°C],[°C]
[source],[DMI],[Varmeplan hovedstaden],[Varmeplan hovedstaden],[Varmeplan hovedstaden],[Varmeplan hovedstaden],[Varmeplan hovedstaden],[Varmeplan hovedstaden]
T4756,14.5,17,25,20,10,10,56
T4757,14.6,17,25,20,10,10,56
T4758,16.4,17,25,20,10,10,56
T4759,18.3,17,25,20,10,10,56
T4760,19.8,17,25,20,10,10,56
T4761,20.1,17,25,20,10,10,56
T4762,20.6,17,25,20,10,10,56
T4763,21.3,17,25,20,10,10,56
T4764,21.9,17,25,20,10,10,56
T4765,22.1,17,25,20,10,10,56
T4766,22.3,17,25,20,10,10,56
T4767,22.1,17,25,20,10,10,56
T4768,21.8,17,25,20,10,10,56
T4769,21.4,17,25,20,10,10,56
T4770,20.7,17,25,20,10,10,56
T4771,20,17,25,20,10,10,56
T4772,19.3,17,25,20,10,10,56
T4773,17.9,17,25,20,10,10,56
T4774,17.4,17,25,20,10,10,56
T4775,17.5,17,25,20,10,10,56
T4776,17.5,17,25,20,10,10,56
T4777,17.3,17,25,20,10,10,56
T4778,17.7,17,25,20,10,10,56
T4779,17.5,17,25,20,10,10,56
T4780,17.2,17,25,20,10,10,56
T4781,18,17,25,20,10,10,56
T4782,18.2,17,25,20,10,10,56
T4783,18.8,17,25,20,10,10,56
T4784,20.2,17,25,20,10,10,56
T4785,21.6,17,25,20,10,10,56
T4786,22.3,17,25,20,10,10,56
T4787,22.5,17,25,20,10,10,56
T4788,23.1,17,25,20,10,10,56
T4789,23.7,17,25,20,10,10,56
T4790,23.9,17,25,20,10,10,56
T4791,24,17,25,20,10,10,56
T4792,24.2,17,25,20,10,10,56
T4793,23.1,17,25,20,10,10,56
T4794,22.3,17,25,20,10,10,56
T4795,22.3,17,25,20,10,10,56
T4796,21.5,17,25,20,10,10,56
T4797,20.9,17,25,20,10,10,56
T4798,20.7,17,25,20,10,10,56
T4799,19.8,17,25,20,10,10,56
T4800,19.2,17,25,20,10,10,56
T4801,18.8,17,25,20,10,10,56
T4802,18.4,17,25,20,10,10,56
T4803,17.9,17,25,20,10,10,56
T4804,17.6,17,25,20,10,10,56
T4805,17.2,17,25,20,10,10,56
T4806,17.1,17,25,20,10,10,56
T4807,17.3,17,25,20,10,10,56
T4808,16.4,17,25,20,10,10,56
T4809,16.1,17,25,20,10,10,56
T4810,16.4,17,25,20,10,10,56
T4811,17.8,17,25,20,10,10,56
T4812,18.1,17,25,20,10,10,56
T4813,19.3,17,25,20,10,10,56
T4814,19.6,17,25,20,10,10,56
T4815,19.9,17,25,20,10,10,56
T4816,19.8,17,25,20,10,10,56
T4817,19.3,17,25,20,10,10,56
T4818,18.8,17,25,20,10,10,56
T4819,18.4,17,25,20,10,10,56
T4820,17.8,17,25,20,10,10,56
T4821,16.9,17,25,20,10,10,56
T4822,15.8,17,25,20,10,10,56
T4823,15,17,25,20,10,10,56
T4824,13.4,17,25,20,10,10,56
T4825,12.8,17,25,20,10,10,56
T4826,12.2,17,25,20,10,10,56
T4827,11.5,17,25,20,10,10,56
T4828,11.7,17,25,20,10,10,56
T4829,12.2,17,25,20,10,10,56
T4830,12.5,17,25,20,10,10,56
T4831,13.5,17,25,20,10,10,56
T4832,15.2,17,25,20,10,10,56
T4833,16.1,17,25,20,10,10,56
T4834,16.8,17,25,20,10,10,56
T4835,17.8,17,25,20,10,10,56
T4836,18.5,17,25,20,10,10,56
T4837,19.1,17,25,20,10,10,56
T4838,19.1,17,25,20,10,10,56
T4839,19.2,17,25,20,10,10,56
T4840,19.5,17,25,20,10,10,56
T4841,19.1,17,25,20,10,10,56
T4842,18.5,17,25,20,10,10,56
T4843,18.2,17,25,20,10,10,56
T4844,17.4,17,25,20,10,10,56
T4845,16.2,17,25,20,10,10,56
T4846,15.3,17,25,20,10,10,56
T4847,14.4,17,25,20,10,10,56
T4848,14.1,17,25,20,10,10,56
T4849,13.4,17,25,20,10,10,56
T4850,12.8,17,25,20,10,10,56
T4851,11,17,25,20,10,10,56
T4852,10.4,17,25,20,10,10,56
T4853,10.4,17,25,20,10,10,56
T4854,12,17,25,20,10,10,56
T4855,13.9,17,25,20,10,10,56
T4856,15.2,17,25,20,10,10,56
T4857,16.2,17,25,20,10,10,56
T4858,16.7,17,25,20,10,10,56
T4859,17.6,17,25,20,10,10,56
T4860,17.6,17,25,20,10,10,56
T4861,18.2,17,25,20,10,10,56
T4862,18.8,17,25,20,10,10,56
T4863,19.2,17,25,20,10,10,56
T4864,18.9,17,25,20,10,10,56
T4865,18.5,17,25,20,10,10,56
T4866,18.3,17,25,20,10,10,56
T4867,17.4,17,25,20,10,10,56
T4868,17,17,25,20,10,10,56
T4869,16,17,25,20,10,10,56
T4870,15.6,17,25,20,10,10,56
T4871,15,17,25,20,10,10,56
T4872,13.2,17,25,20,10,10,56
T4873,12.7,17,25,20,10,10,56
T4874,10.8,17,25,20,10,10,56
T4875,10.3,17,25,20,10,10,56
T4876,9.9,17,25,20,10,10,56
T4877,10.1,17,25,20,10,10,56
T4878,11.8,17,25,20,10,10,56
T4879,13.7,17,25,20,10,10,56
T4880,15.2,17,25,20,10,10,56
T4881,16.3,17,25,20,10,10,56
T4882,17.4,17,25,20,10,10,56
T4883,18.5,17,25,20,10,10,56
T4884,18.9,17,25,20,10,10,56
T4885,18.7,17,25,20,10,10,56
T4886,18.9,17,25,20,10,10,56
T4887,19.3,17,25,20,10,10,56
T4888,19,17,25,20,10,10,56
T4889,19.3,17,25,20,10,10,56
T4890,18.9,17,25,20,10,10,56
T4891,17.8,17,25,20,10,10,56
T4892,16.9,17,25,20,10,10,56
T4893,16.5,17,25,20,10,10,56
T4894,16.3,17,25,20,10,10,56
T4895,15.4,17,25,20,10,10,56
T4896,14.2,17,25,20,10,10,56
T4897,13.9,17,25,20,10,10,56
T4898,14.4,17,25,20,10,10,56
T4899,15.2,17,25,20,10,10,56
T4900,15.7,17,25,20,10,10,56
T4901,16.1,17,25,20,10,10,56
T4902,16.4,17,25,20,10,10,56
T4903,16.4,17,25,20,10,10,56
T4904,16.2,17,25,20,10,10,56
T4905,16.1,17,25,20,10,10,56
T4906,16.7,17,25,20,10,10,56
T4907,17.8,17,25,20,10,10,56
T4908,18.2,17,25,20,10,10,56
T4909,18.7,17,25,20,10,10,56
T4910,18.6,17,25,20,10,10,56
T4911,20,17,25,20,10,10,56
T4912,20.1,17,25,20,10,10,56
T4913,20.3,17,25,20,10,10,56
T4914,19.5,17,25,20,10,10,56
T4915,18.8,17,25,20,10,10,56
T4916,18.1,17,25,20,10,10,56
T4917,17,17,25,20,10,10,56
T4918,15.8,17,25,20,10,10,56
T4919,15,17,25,20,10,10,56
T4920,14.5,17,25,20,10,10,56
T4921,14,17,25,20,10,10,56
T4922,13.8,17,25,20,10,10,56
T4923,13.4,17,25,20,10,10,56
T4924,11,17,25,20,10,10,56
T4925,10.1,17,25,20,10,10,56
T4926,12.7,17,25,20,10,10,56
T4927,14.6,17,25,20,10,10,56
T4928,16,17,25,20,10,10,56
T4929,16.8,17,25,20,10,10,56
T4930,17.6,17,25,20,10,10,56
T4931,18.2,17,25,20,10,10,56
T4932,18.8,17,25,20,10,10,56
T4933,19.1,17,25,20,10,10,56
T4934,19.4,17,25,20,10,10,56
T4935,19.3,17,25,20,10,10,56
T4936,19.2,17,25,20,10,10,56
T4937,18.8,17,25,20,10,10,56
T4938,18.5,17,25,20,10,10,56
T4939,18.4,17,25,20,10,10,56
T4940,18.1,17,25,20,10,10,56
T4941,18.1,17,25,20,10,10,56
T4942,18.1,17,25,20,10,10,56
T4943,18.2,17,25,20,10,10,56
T4944,18.4,17,25,20,10,10,56
T4945,18.5,17,25,20,10,10,56
T4946,18.4,17,25,20,10,10,56
T4947,18,17,25,20,10,10,56
T4948,17.7,17,25,20,10,10,56
T4949,17.7,17,25,20,10,10,56
T4950,17.7,17,25,20,10,10,56
T4951,18.1,17,25,20,10,10,56
T4952,18.7,17,25,20,10,10,56
T4953,18.8,17,25,20,10,10,56
T4954,19.8,17,25,20,10,10,56
T4955,19.7,17,25,20,10,10,56
T4956,19.4,17,25,20,10,10,56
T4957,17.7,17,25,20,10,10,56
T4958,17.3,17,25,20,10,10,56
T4959,18,17,25,20,10,10,56
T4960,18.5,17,25,20,10,10,56
T4961,19.3,17,25,20,10,10,56
T4962,20.1,17,25,20,10,10,56
T4963,19.6,17,25,20,10,10,56
T4964,18.4,17,25,20,10,10,56
T4965,16.5,17,25,20,10,10,56
T4966,15.3,17,25,20,10,10,56
T4967,14.7,17,25,20,10,10,56
T4968,14.4,17,25,20,10,10,56
T4969,14.4,17,25,20,10,10,56
T4970,14.4,17,25,20,10,10,56
T4971,14.3,17,25,20,10,10,56
T4972,13.9,17,25,20,10,10,56
T4973,12.9,17,25,20,10,10,56
T4974,14.7,17,25,20,10,10,56
T4975,16.3,17,25,20,10,10,56
T4976,17,17,25,20,10,10,56
T4977,17.7,17,25,20,10,10,56
T4978,18,17,25,20,10,10,56
T4979,18.2,17,25,20,10,10,56
T4980,19,17,25,20,10,10,56
T4981,18.9,17,25,20,10,10,56
T4982,18.5,17,25,20,10,10,56
T4983,18.6,17,25,20,10,10,56
T4984,19,17,25,20,10,10,56
T4985,19.3,17,25,20,10,10,56
T4986,19.5,17,25,20,10,10,56
T4987,19.2,17,25,20,10,10,56
T4988,18.8,17,25,20,10,10,56
T4989,18.1,17,25,20,10,10,56
T4990,17.7,17,25,20,10,10,56
T4991,17.7,17,25,20,10,10,56
T4992,17.5,17,25,20,10,10,56
T4993,17.3,17,25,20,10,10,56
T4994,16.9,17,25,20,10,10,56
T4995,17,17,25,20,10,10,56
T4996,17.2,17,25,20,10,10,56
T4997,17.4,17,25,20,10,10,56
T4998,17.7,17,25,20,10,10,56
T4999,18.2,17,25,20,10,10,56
T5000,19.1,17,25,20,10,10,56
T5001,19.9,17,25,20,10,10,56
T5002,21,17,25,20,10,10,56
T5003,21.3,17,25,20,10,10,56
T5004,22.3,17,25,20,10,10,56
T5005,22.4,17,25,20,10,10,56
T5006,22,17,25,20,10,10,56
T5007,21.6,17,25,20,10,10,56
T5008,21.4,17,25,20,10,10,56
T5009,20.6,17,25,20,10,10,56
T5010,19.6,17,25,20,10,10,56
T5011,19.1,17,25,20,10,10,56
T5012,18.1,17,25,20,10,10,56
T5013,17,17,25,20,10,10,56
T5014,16.1,17,25,20,10,10,56
T5015,15.4,17,25,20,10,10,56
T5016,14.7,17,25,20,10,10,56
T5017,14.5,17,25,20,10,10,56
T5018,14.1,17,25,20,10,10,56
T5019,14.1,17,25,20,10,10,56
T5020,13.8,17,25,20,10,10,56
T5021,14.4,17,25,20,10,10,56
T5022,14.6,17,25,20,10,10,56
T5023,15.3,17,25,20,10,10,56
T5024,15.8,17,25,20,10,10,56
T5025,16.6,17,25,20,10,10,56
T5026,16.4,17,25,20,10,10,56
T5027,16.7,17,25,20,10,10,56
T5028,17.1,17,25,20,10,10,56
T5029,17.3,17,25,20,10,10,56
T5030,17.7,17,25,20,10,10,56
T5031,17.7,17,25,20,10,10,56
T5032,17.4,17,25,20,10,10,56
T5033,16.8,17,25,20,10,10,56
T5034,16.2,17,25,20,10,10,56
T5035,15.6,17,25,20,10,10,56
T5036,14,17,25,20,10,10,56
T5037,14.2,17,25,20,10,10,56
T5038,14.1,17,25,20,10,10,56
T5039,13.7,17,25,20,10,10,56
T5040,13.5,17,25,20,10,10,56
T5041,13.6,17,25,20,10,10,56
T5042,13.5,17,25,20,10,10,56
T5043,13.6,17,25,20,10,10,56
T5044,13.2,17,25,20,10,10,56
T5045,13.3,17,25,20,10,10,56
T5046,13.7,17,25,20,10,10,56
T5047,13.5,17,25,20,10,10,56
T5048,13.8,17,25,20,10,10,56
T5049,15,17,25,20,10,10,56
T5050,15.3,17,25,20,10,10,56
T5051,15.6,17,25,20,10,10,56
T5052,16.8,17,25,20,10,10,56
T5053,17.4,17,25,20,10,10,56
T5054,17.6,17,25,20,10,10,56
T5055,18.1,17,25,20,10,10,56
T5056,18,17,25,20,10,10,56
T5057,18.1,17,25,20,10,10,56
T5058,18.1,17,25,20,10,10,56
T5059,17.7,17,25,20,10,10,56
T5060,17.2,17,25,20,10,10,56
T5061,16,17,25,20,10,10,56
T5062,15.4,17,25,20,10,10,56
T5063,14.6,17,25,20,10,10,56
T5064,13.7,17,25,20,10,10,56
T5065,13.3,17,25,20,10,10,56
T5066,13.7,17,25,20,10,10,56
T5067,14,17,25,20,10,10,56
T5068,13.8,17,25,20,10,10,56
T5069,13.6,17,25,20,10,10,56
T5070,13.7,17,25,20,10,10,56
T5071,14,17,25,20,10,10,56
T5072,14.4,17,25,20,10,10,56
T5073,14.9,17,25,20,10,10,56
T5074,15.7,17,25,20,10,10,56
T5075,17,17,25,20,10,10,56
T5076,18.1,17,25,20,10,10,56
T5077,19.4,17,25,20,10,10,56
T5078,18.6,17,25,20,10,10,56
T5079,18.3,17,25,20,10,10,56
T5080,18.6,17,25,20,10,10,56
T5081,18.8,17,25,20,10,10,56
T5082,19.4,17,25,20,10,10,56
T5083,19.7,17,25,20,10,10,56
T5084,19.3,17,25,20,10,10,56
T5085,16.7,17,25,20,10,10,56
T5086,16.2,17,25,20,10,10,56
T5087,15.8,17,25,20,10,10,56
T5088,14.5,17,25,20,10,10,56
T5089,14.1,17,25,20,10,10,56
T5090,13.4,17,25,20,10,10,56
T5091,13.1,17,25,20,10,10,56
T5092,13.2,17,25,20,10,10,56
T5093,13.3,17,25,20,10,10,56
T5094,14.9,17,25,20,10,10,56
T5095,16.8,17,25,20,10,10,56
T5096,18,17,25,20,10,10,56
T5097,18.8,17,25,20,10,10,56
T5098,19.3,17,25,20,10,10,56
T5099,19.7,17,25,20,10,10,56
T5100,20.1,17,25,20,10,10,56
T5101,20.5,17,25,20,10,10,56
T5102,20.8,17,25,20,10,10,56
T5103,20.8,17,25,20,10,10,56
T5104,21.2,17,25,20,10,10,56
T5105,21,17,25,20,10,10,56
T5106,21.3,17,25,20,10,10,56
T5107,20.6,17,25,20,10,10,56
T5108,19.9,17,25,20,10,10,56
T5109,19.1,17,25,20,10,10,56
T5110,18.6,17,25,20,10,10,56
T5111,18.4,17,25,20,10,10,56
T5112,18.4,17,25,20,10,10,56
T5113,18.7,17,25,20,10,10,56
T5114,18.8,17,25,20,10,10,56
T5115,18.3,17,25,20,10,10,56
T5116,18,17,25,20,10,10,56
T5117,17.6,17,25,20,10,10,56
T5118,17.4,17,25,20,10,10,56
T5119,17.4,17,25,20,10,10,56
T5120,18,17,25,20,10,10,56
T5121,19.3,17,25,20,10,10,56
T5122,20.4,17,25,20,10,10,56
T5123,21.3,17,25,20,10,10,56
T5124,21.6,17,25,20,10,10,56
T5125,21.3,17,25,20,10,10,56
T5126,21.1,17,25,20,10,10,56
T5127,20.9,17,25,20,10,10,56
T5128,20.8,17,25,20,10,10,56
T5129,21.2,17,25,20,10,10,56
T5130,20.9,17,25,20,10,10,56
T5131,19.5,17,25,20,10,10,56
T5132,18.8,17,25,20,10,10,56
T5133,18.3,17,25,20,10,10,56
T5134,18.3,17,25,20,10,10,56
T5135,18.4,17,25,20,10,10,56
T5136,18,17,25,20,10,10,56
T5137,17.3,17,25,20,10,10,56
T5138,16.6,17,25,20,10,10,56
T5139,16.1,17,25,20,10,10,56
T5140,15.3,17,25,20,10,10,56
T5141,14.2,17,25,20,10,10,56
T5142,14.2,17,25,20,10,10,56
T5143,15.2,17,25,20,10,10,56
T5144,16.2,17,25,20,10,10,56
T5145,16.9,17,25,20,10,10,56
T5146,18,17,25,20,10,10,56
T5147,18.2,17,25,20,10,10,56
T5148,18.4,17,25,20,10,10,56
T5149,19,17,25,20,10,10,56
T5150,19.5,17,25,20,10,10,56
T5151,20.3,17,25,20,10,10,56
T5152,20.6,17,25,20,10,10,56
T5153,19.3,17,25,20,10,10,56
T5154,18.2,17,25,20,10,10,56
T5155,18.2,17,25,20,10,10,56
T5156,17.9,17,25,20,10,10,56
T5157,16.8,17,25,20,10,10,56
T5158,16.3,17,25,20,10,10,56
T5159,14.8,17,25,20,10,10,56
T5160,13.7,17,25,20,10,10,56
T5161,14.3,17,25,20,10,10,56
T5162,14.6,17,25,20,10,10,56
T5163,13.7,17,25,20,10,10,56
T5164,13,17,25,20,10,10,56
T5165,12.5,17,25,20,10,10,56
T5166,13.2,17,25,20,10,10,56
T5167,14.6,17,25,20,10,10,56
T5168,15.8,17,25,20,10,10,56
T5169,16.8,17,25,20,10,10,56
T5170,17.7,17,25,20,10,10,56
T5171,18.5,17,25,20,10,10,56
T5172,19.5,17,25,20,10,10,56
T5173,19.9,17,25,20,10,10,56
T5174,20,17,25,20,10,10,56
T5175,20,17,25,20,10,10,56
T5176,19.8,17,25,20,10,10,56
T5177,20,17,25,20,10,10,56
T5178,19.7,17,25,20,10,10,56
T5179,19.1,17,25,20,10,10,56
T5180,18.1,17,25,20,10,10,56
T5181,16.4,17,25,20,10,10,56
T5182,15.6,17,25,20,10,10,56
T5183,15.3,17,25,20,10,10,56
T5184,14.2,17,25,20,10,10,56
T5185,13.1,17,25,20,10,10,56
T5186,12.7,17,25,20,10,10,56
T5187,12.1,17,25,20,10,10,56
T5188,12.6,17,25,20,10,10,56
T5189,13.5,17,25,20,10,10,56
T5190,14.5,17,25,20,10,10,56
T5191,16.1,17,25,20,10,10,56
T5192,17.1,17,25,20,10,10,56
T5193,17.9,17,25,20,10,10,56
T5194,18.8,17,25,20,10,10,56
T5195,19.6,17,25,20,10,10,56
T5196,20.5,17,25,20,10,10,56
T5197,20.9,17,25,20,10,10,56
T5198,21.5,17,25,20,10,10,56
T5199,21.7,17,25,20,10,10,56
T5200,21.5,17,25,20,10,10,56
T5201,21,17,25,20,10,10,56
T5202,21,17,25,20,10,10,56
T5203,20.5,17,25,20,10,10,56
T5204,19.8,17,25,20,10,10,56
T5205,19.7,17,25,20,10,10,56
T5206,19.3,17,25,20,10,10,56
T5207,18.7,17,25,20,10,10,56
T5208,17.5,17,25,20,10,10,56
T5209,17.2,17,25,20,10,10,56
T5210,16.9,17,25,20,10,10,56
T5211,16.7,17,25,20,10,10,56
T5212,16.2,17,25,20,10,10,56
T5213,16.1,17,25,20,10,10,56
T5214,17.4,17,25,20,10,10,56
T5215,19.7,17,25,20,10,10,56
T5216,21.1,17,25,20,10,10,56
T5217,21.7,17,25,20,10,10,56
T5218,22.2,17,25,20,10,10,56
T5219,22.8,17,25,20,10,10,56
T5220,23.7,17,25,20,10,10,56
T5221,23.8,17,25,20,10,10,56
T5222,24.1,17,25,20,10,10,56
T5223,24,17,25,20,10,10,56
T5224,25.1,17,25,20,10,10,56
T5225,24.1,17,25,20,10,10,56
T5226,23.4,17,25,20,10,10,56
T5227,22.9,17,25,20,10,10,56
T5228,21.9,17,25,20,10,10,56
T5229,20.8,17,25,20,10,10,56
T5230,20.3,17,25,20,10,10,56
T5231,19.7,17,25,20,10,10,56
T5232,18.9,17,25,20,10,10,56
T5233,18.8,17,25,20,10,10,56
T5234,18.3,17,25,20,10,10,56
T5235,18,17,25,20,10,10,56
T5236,16.7,17,25,20,10,10,56
T5237,16.5,17,25,20,10,10,56
T5238,17.2,17,25,20,10,10,56
T5239,19.3,17,25,20,10,10,56
T5240,20.4,17,25,20,10,10,56
T5241,21.8,17,25,20,10,10,56
T5242,23.7,17,25,20,10,10,56
T5243,25.2,17,25,20,10,10,56
T5244,25.1,17,25,20,10,10,56
T5245,25.7,17,25,20,10,10,56
T5246,26.8,17,25,20,10,10,56
T5247,27.1,17,25,20,10,10,56
T5248,27,17,25,20,10,10,56
T5249,26.6,17,25,20,10,10,56
T5250,25.8,17,25,20,10,10,56
T5251,25,17,25,20,10,10,56
T5252,23.5,17,25,20,10,10,56
T5253,22.6,17,25,20,10,10,56
T5254,20.3,17,25,20,10,10,56
T5255,18.7,17,25,20,10,10,56
T5256,18.1,17,25,20,10,10,56
T5257,18,17,25,20,10,10,56
T5258,18.2,17,25,20,10,10,56
T5259,18.1,17,25,20,10,10,56
T5260,17.7,17,25,20,10,10,56
T5261,17.4,17,25,20,10,10,56
T5262,18.2,17,25,20,10,10,56
T5263,18.6,17,25,20,10,10,56
T5264,19.1,17,25,20,10,10,56
T5265,19.8,17,25,20,10,10,56
T5266,21.2,17,25,20,10,10,56
T5267,23,17,25,20,10,10,56
T5268,25.5,17,25,20,10,10,56
T5269,27,17,25,20,10,10,56
T5270,27.9,17,25,20,10,10,56
T5271,28.7,17,25,20,10,10,56
T5272,29,17,25,20,10,10,56
T5273,27.5,17,25,20,10,10,56
T5274,27,17,25,20,10,10,56
T5275,24.6,17,25,20,10,10,56
T5276,23.5,17,25,20,10,10,56
T5277,23,17,25,20,10,10,56
T5278,22,17,25,20,10,10,56
T5279,21.6,17,25,20,10,10,56
T5280,20.5,17,25,20,10,10,56
T5281,19.6,17,25,20,10,10,56
T5282,19.9,17,25,20,10,10,56
T5283,20.1,17,25,20,10,10,56
T5284,19.2,17,25,20,10,10,56
T5285,18.6,17,25,20,10,10,56
T5286,19,17,25,20,10,10,56
T5287,20.9,17,25,20,10,10,56
T5288,22.1,17,25,20,10,10,56
T5289,23.1,17,25,20,10,10,56
T5290,23.8,17,25,20,10,10,56
T5291,25.7,17,25,20,10,10,56
T5292,26.9,17,25,20,10,10,56
T5293,28.7,17,25,20,10,10,56
T5294,29.4,17,25,20,10,10,56
T5295,29.2,17,25,20,10,10,56
T5296,28.6,17,25,20,10,10,56
T5297,28,17,25,20,10,10,56
T5298,27.8,17,25,20,10,10,56
T5299,26.2,17,25,20,10,10,56
T5300,25.2,17,25,20,10,10,56
T5301,24.6,17,25,20,10,10,56
T5302,23.5,17,25,20,10,10,56
T5303,22.6,17,25,20,10,10,56
T5304,22.1,17,25,20,10,10,56
T5305,21.9,17,25,20,10,10,56
T5306,21.5,17,25,20,10,10,56
T5307,20.8,17,25,20,10,10,56
T5308,20.4,17,25,20,10,10,56
T5309,19.6,17,25,20,10,10,56
T5310,19.8,17,25,20,10,10,56
T5311,21,17,25,20,10,10,56
T5312,22,17,25,20,10,10,56
T5313,22.8,17,25,20,10,10,56
T5314,24.4,17,25,20,10,10,56
T5315,26.3,17,25,20,10,10,56
T5316,27.5,17,25,20,10,10,56
T5317,27.7,17,25,20,10,10,56
T5318,26.8,17,25,20,10,10,56
T5319,27.1,17,25,20,10,10,56
T5320,26.5,17,25,20,10,10,56
T5321,26,17,25,20,10,10,56
T5322,24.6,17,25,20,10,10,56
T5323,23.8,17,25,20,10,10,56
T5324,22.7,17,25,20,10,10,56
T5325,21.7,17,25,20,10,10,56
T5326,20.6,17,25,20,10,10,56
T5327,19.6,17,25,20,10,10,56
T5328,18.9,17,25,20,10,10,56
T5329,18.6,17,25,20,10,10,56
T5330,18.4,17,25,20,10,10,56
T5331,18,17,25,20,10,10,56
T5332,17.5,17,25,20,10,10,56
T5333,17.9,17,25,20,10,10,56
T5334,18.1,17,25,20,10,10,56
T5335,19,17,25,20,10,10,56
T5336,19.8,17,25,20,10,10,56
T5337,20.7,17,25,20,10,10,56
T5338,21.9,17,25,20,10,10,56
T5339,23,17,25,20,10,10,56
T5340,24,17,25,20,10,10,56
T5341,23.4,17,25,20,10,10,56
T5342,23.3,17,25,20,10,10,56
T5343,23.2,17,25,20,10,10,56
T5344,23,17,25,20,10,10,56
T5345,22.8,17,25,20,10,10,56
T5346,22.5,17,25,20,10,10,56
T5347,21.6,17,25,20,10,10,56
T5348,21.1,17,25,20,10,10,56
T5349,20,17,25,20,10,10,56
T5350,19,17,25,20,10,10,56
T5351,18.4,17,25,20,10,10,56
T5352,17.9,17,25,20,10,10,56
T5353,17.5,17,25,20,10,10,56
T5354,17.3,17,25,20,10,10,56
T5355,17,17,25,20,10,10,56
T5356,16.8,17,25,20,10,10,56
T5357,16.6,17,25,20,10,10,56
T5358,16.8,17,25,20,10,10,56
T5359,17.4,17,25,20,10,10,56
T5360,18.6,17,25,20,10,10,56
T5361,19.3,17,25,20,10,10,56
T5362,20.7,17,25,20,10,10,56
T5363,21.8,17,25,20,10,10,56
T5364,22.4,17,25,20,10,10,56
T5365,22.5,17,25,20,10,10,56
T5366,22.6,17,25,20,10,10,56
T5367,22.2,17,25,20,10,10,56
T5368,22,17,25,20,10,10,56
T5369,21.3,17,25,20,10,10,56
T5370,20.7,17,25,20,10,10,56
T5371,20.7,17,25,20,10,10,56
T5372,20.2,17,25,20,10,10,56
T5373,19.5,17,25,20,10,10,56
T5374,18.9,17,25,20,10,10,56
T5375,18.4,17,25,20,10,10,56
T5376,17.8,17,25,20,10,10,56
T5377,17.1,17,25,20,10,10,56
T5378,16.9,17,25,20,10,10,56
T5379,16.5,17,25,20,10,10,56
T5380,16.2,17,25,20,10,10,56
T5381,16.2,17,25,20,10,10,56
T5382,16.8,17,25,20,10,10,56
T5383,17.7,17,25,20,10,10,56
T5384,18.4,17,25,20,10,10,56
T5385,19.6,17,25,20,10,10,56
T5386,20.8,17,25,20,10,10,56
T5387,21.8,17,25,20,10,10,56
T5388,23,17,25,20,10,10,56
T5389,23.9,17,25,20,10,10,56
T5390,23.3,17,25,20,10,10,56
T5391,22.8,17,25,20,10,10,56
T5392,22.5,17,25,20,10,10,56
T5393,21.7,17,25,20,10,10,56
T5394,20.8,17,25,20,10,10,56
T5395,20.1,17,25,20,10,10,56
T5396,18.8,17,25,20,10,10,56
T5397,18.3,17,25,20,10,10,56
T5398,17.7,17,25,20,10,10,56
T5399,16.5,17,25,20,10,10,56
T5400,17.2,17,25,20,10,10,56
T5401,16.8,17,25,20,10,10,56
T5402,16,17,25,20,10,10,56
T5403,15,17,25,20,10,10,56
T5404,16.3,17,25,20,10,10,56
T5405,15.7,17,25,20,10,10,56
T5406,16.4,17,25,20,10,10,56
T5407,17.9,17,25,20,10,10,56
T5408,18.8,17,25,20,10,10,56
T5409,20.3,17,25,20,10,10,56
T5410,21.4,17,25,20,10,10,56
T5411,22.8,17,25,20,10,10,56
T5412,24,17,25,20,10,10,56
T5413,25,17,25,20,10,10,56
T5414,25.5,17,25,20,10,10,56
T5415,25.2,17,25,20,10,10,56
T5416,24.5,17,25,20,10,10,56
T5417,24.3,17,25,20,10,10,56
T5418,24.5,17,25,20,10,10,56
T5419,23.8,17,25,20,10,10,56
T5420,21.3,17,25,20,10,10,56
T5421,20.4,17,25,20,10,10,56
T5422,19.7,17,25,20,10,10,56
T5423,18.9,17,25,20,10,10,56
T5424,18.4,17,25,20,10,10,56
T5425,18.4,17,25,20,10,10,56
T5426,18.1,17,25,20,10,10,56
T5427,18.2,17,25,20,10,10,56
T5428,18.1,17,25,20,10,10,56
T5429,17.2,17,25,20,10,10,56
T5430,18.5,17,25,20,10,10,56
T5431,19.9,17,25,20,10,10,56
T5432,20.2,17,25,20,10,10,56
T5433,20.7,17,25,20,10,10,56
T5434,22.3,17,25,20,10,10,56
T5435,24.2,17,25,20,10,10,56
T5436,26,17,25,20,10,10,56
T5437,26.7,17,25,20,10,10,56
T5438,26.8,17,25,20,10,10,56
T5439,26.8,17,25,20,10,10,56
T5440,26,17,25,20,10,10,56
T5441,25.2,17,25,20,10,10,56
T5442,24.8,17,25,20,10,10,56
T5443,23.8,17,25,20,10,10,56
T5444,22.1,17,25,20,10,10,56
T5445,21.5,17,25,20,10,10,56
T5446,20.1,17,25,20,10,10,56
T5447,20.2,17,25,20,10,10,56
T5448,19.9,17,25,20,10,10,56
T5449,19.5,17,25,20,10,10,56
T5450,19.2,17,25,20,10,10,56
T5451,19,17,25,20,10,10,56
T5452,18.8,17,25,20,10,10,56
T5453,18.4,17,25,20,10,10,56
T5454,19.1,17,25,20,10,10,56
